SourceFile,LineNumber,GroupId,ArtifactId,Author,BugType,CWE,MethodSink,UnknownSource,SourceMethod,HasTainted Source,HasSafeSource,HasUnknownSource,Status,Key
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_17.java,44,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,java/lang/System.getenv(Ljava/lang/String;)Ljava/lang/String;,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_17.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_21.java,48,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_21.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_21.java,144,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_21.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_22b.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_22b.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_22b.java,95,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_22b.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.java,44,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,java/lang/System.getenv(Ljava/lang/String;)Ljava/lang/String;,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.java,32,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.java,61,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_42.java,44,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,java/lang/System.getenv(Ljava/lang/String;)Ljava/lang/String;,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_42.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.java,37,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.dataBad,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.badSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.java,68,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.dataGoodG2B,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.goodG2BSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_51b.java,32,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_51b.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_51b.java,45,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_51b.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_52c.java,32,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_52c.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_52c.java,45,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_52c.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_53d.java,32,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_53d.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_53d.java,45,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_53d.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_54e.java,32,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_54e.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_54e.java,45,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_54e.goodG2BSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_61a.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_61b.badSource(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_61a.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_66b.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_66b.badSink([Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_66b.java,47,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_66b.goodG2BSink([Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67b.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67a$Container.containerOne,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67b.badSink(Ltestcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67a$Container;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67b.java,47,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67a$Container.containerOne,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67b.goodG2BSink(Ltestcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_67a$Container;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68b.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68a.data,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68b.badSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68b.java,47,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68a.data,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68b.goodG2BSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_71b.java,33,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_71b.badSink(Ljava/lang/Object;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_71b.java,47,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_71b.goodG2BSink(Ljava/lang/Object;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_72b.java,34,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_72b.badSink(Ljava/util/Vector;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_72b.java,48,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_72b.goodG2BSink(Ljava/util/Vector;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,true,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_73b.java,34,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_73b.badSink(Ljava/util/LinkedList;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_73b.java,48,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_73b.goodG2BSink(Ljava/util/LinkedList;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,true,true,GOOD,
src/testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_74b.java,34,,,,HTTP_RESPONSE_SPLITTING,113,javax/servlet/http/Cookie.<init>(Ljava/lang/String;Ljava/lang/String;)V,,testcases/CWE113_HTTP_Response_Splitting/s01/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_74b.badSink(Ljava/util/HashMap;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,true,true,BAD,
